SalesHistory
Table 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DealNumber,ContractDate,DeliveryDate,DealStatus,Comments,InventoryType,StockNumber,VIN,VehicleMake,VehicleModel,VehicleModelYear,VehicleSalePrice,TotalGrossProfit,BackEndGrossProfit,FrontEndGrossProfit,APR,ContractTerm,MonthlyPayment,BuyerID,BuyerBirthDate,BuyerHomeAddressCity,BuyerHomeAddressState,BuyerHomeAddressPostalCode,SalesPersonID,SalesPerson2ID,Trade1_StockNumber,Trade1_VIN,Trade1_Year,Trade1_Make,Trade1_Model,Trade2_VIN,Trade2_Year,Trade2_Make,Trade2_Model
21940,8/25/16 0:00,8/25/16 0:00,F,,N,S501,2T2BZMCA0GC042920,Lexus,RX 350,2016,47000,-699,150,-849,0.9,36,521.56,24032,,Mishawaka,IN,465454042,8684,,,2T2BK1BA2FC325449,2015,Lexus,RX 350,,,,
21945,8/26/16 0:00,8/26/16 0:00,F,,N,S566,2T2BZMCAXGC047347,Lexus,RX 350,2016,52582,1366,400,966,,,,25307,,Elkhart,IN,46514,6908,,,WVWFW7AH0CV004823,2012,Volkswagen,Eos,,,,
21946,8/31/16 0:00,8/31/16 0:00,F,,N,S581,2T2BGMCA1GC008541,Lexus,RX 450h,2016,56000,340,0,340,,,,12703,,Granger,IL,46530,8684,,,JTJHW31U682050855,2008,Lexus,RX 400h,,,,
21949,8/29/16 0:00,8/29/16 0:00,F,,U,L1672,KM8NU13C27U021324,Hyundai,Veracruz,2007,8995,3975.59,488.68,3486.91,6.6,48,232.58,25309,,South Bend,IN,466191640,8684,,,,,,,,,,
21951,8/23/16 0:00,8/23/16 0:00,F,,N,S542,JTJJM7FX0G5147113,Lexus,GX 460,2016,65352,863,0,863,,,,13691,,Granger,IN,465306922,6908,,,JTJBM7FX8B5025791,2011,Lexus,GX 460,,,,
21956,8/25/16 0:00,8/25/16 0:00,F,,U,L1675,JTJBK1BA1E2039591,Lexus,RX 350,2014,37995,3920.01,0,3920.01,,,,25312,,Niles,MI,491203138,2876,,,,,,,,,,
21962,8/25/16 0:00,8/25/16 0:00,F,,N,S558,58ABK1GG5GU031926,Lexus,ES 350,2016,45959,178,0,178,,,,521133,10/31/65 0:00,Niles,MI,491203954,2995,,,2T2HA31U34C026747,2004,Lexus,RX 330,,,,
21967,8/30/16 0:00,8/30/16 0:00,F,,N,S592,2T2BZMCA9GC046688,Lexus,RX 350,2016,49000,-1754.81,200,-1954.81,0.9,60,473.24,15946,9/16/50 0:00,Saint Joseph,MI,490858680,6908,,,2T2BK1BA0CC142210,2012,Lexus,RX 350,,,,
21968,9/6/16 0:00,9/6/16 0:00,F,,N,S609,JTJBJRBZ6G2047762,Lexus,NX 300h,2016,51064,1439.61,250,1189.61,2.9,48,630.67,25380,,Union,MI,491309771,2995,,,,,,,,,,
21973,8/29/16 0:00,8/29/16 0:00,F,,U,S509B,2T2HK31U08C093292,Lexus,RX 350,2008,15000,4663.25,758.2,3905.05,5.6,60,290.35,25327,,Berrien Sprgs,MI,491031413,6908,,,,,,,,,,
21974,8/31/16 0:00,8/31/16 0:00,F,,U,L1682,5NPE24AF4GH271554,Hyundai,Sonata,2016,18000,1459.11,346,1113.11,6.75,66,350.82,25331,,South Bend,IN,466282263,2876,,,2G1WB5EK0A1161880,2010,Chevrolet,Impala,,,,
21975,8/31/16 0:00,8/31/16 0:00,F,,N,S600,58ABK1GG3GU033321,Lexus,ES 350,2016,44380.94,599.94,0,599.94,,,,25328,,Chicago,IL,606291043,2995,,,,,,,,,,
21977,8/27/16 0:00,8/27/16 0:00,F,,U,S456A,JTJBK1BA2F2467722,Lexus,RX 350,2015,38456,1745.13,0,1745.13,,,,13050,,Elkhart,IN,465179362,6908,,,,,,,,,,
21982,8/29/16 0:00,8/29/16 0:00,F,,N,S424,2T2BZMCA2GC035922,Lexus,RX 350,2016,48659,867.09,250,617.09,0.9,60,852.53,523755,7/4/43 0:00,Granger,IN,465308389,2876,,,,,,,,,,
21984,8/30/16 0:00,8/30/16 0:00,F,,N,S338,JTHBK1GG9G2241323,Lexus,ES 350,2016,40729,388.66,340.66,48,2.9,36,432.74,16674,,Mishawaka,IN,465445886,8684,,,,,,,,,,
21985,8/29/16 0:00,8/29/16 0:00,F,,U,S499A,JTHBK1GG7E2142559,Lexus,ES 350,2014,29495,4209.13,0,4209.13,,,,465922,,Niles,MI,491207663,2876,,,JTHBA30G740012820,2004,Lexus,ES 330,,,,
21989,9/26/16 0:00,9/26/16 0:00,F,,N,S626,2T2BZMCA0GC051293,Lexus,RX 350,2016,52500,2795.28,650,2145.28,0.9,36,1151.21,23996,,Granger,IN,465308052,2995,,,2T2BK1BA6FC334722,2015,Lexus,RX 350,,,,
21990,8/29/16 0:00,8/29/16 0:00,F,,N,S549,JTJBARBZ8G2088345,Lexus,NX 200t,2016,43415,-15,0,-15,,,,25338,,Mishawaka,IN,465443881,8684,2876,,,,,,,,,
21995,8/30/16 0:00,8/30/16 0:00,F,,N,S578,2T2BZMCA2GC040831,Lexus,RX 350,2016,51674,-789,0,-789,,,,25340,,University Park,FL,342012260,2876,,,WAUMV94E99N005398,2009,Audi,A8,,,,
21999,8/30/16 0:00,8/30/16 0:00,F,,U,S204A,1G6DG5E50D0109078,Cadillac,CTS,2013,17623,1384.69,0,1384.69,,,,25345,,Granger,IN,465305872,2995,,,,,,,,,,
220,5/25/06 0:00,5/25/06 0:00,F,,N,CCG171,JTHBJ46G272012178,Lexus,ES 350,2007,40766.71,4408.91,718.26,4136.71,0.00285,39,622.68,10703,,Middlebury,IN,465409653,2876,,,,,,,,,,
22000,8/30/16 0:00,8/30/16 0:00,F,,U,L1598,2T2BK1BA1FC299667,Lexus,RX 350,2015,39000,-1940.13,0,-1940.13,,,,685730,,Granger,IN,465306560,8684,2876,,JTJHF10U130293757,2003,Lexus,RX 300,,,,
22001,8/30/16 0:00,8/30/16 0:00,F,,N,S574,JTHBK1GG5G2241951,Lexus,ES 350,2016,44334,253,250,3,0.9,72,428.92,11919,7/18/49 0:00,South Bend,IN,466289511,8684,,,JTHBK1EG5B2415724,2011,Lexus,ES 350,,,,
22002,8/31/16 0:00,8/31/16 0:00,F,,U,S272A,JTHBK1GG3D2007853,Lexus,ES 350,2013,24440,-50.4,1214.99,-50.4,4.95,60,458.01,25346,,Rensselaer,IN,479782917,8684,,,,,,,,,,
22006,8/31/16 0:00,8/31/16 0:00,F,,N,S599,JTJHY7AX7G4219859,Lexus,LX 570,2016,95890,3908,0,3908,,,,11669,,Granger,IN,465307703,2876,,,JTJHY7AX0D4110557,2013,Lexus,LX 570,,,,
22007,8/31/16 0:00,8/31/16 0:00,F,,N,S602,2T2BGMCA5GC008414,Lexus,RX 450h,2016,56399,480,0,480,,,,25348,,Granger,IN,46530,2876,,,JTJHW31U472008540,2007,Lexus,RX 400h,,,,
22008,8/31/16 0:00,8/31/16 0:00,F,,N,S601,JTJYARBZ5G2046709,Lexus,NX 200t,2016,37596.85,715.49,250,465.49,2.9,48,457.94,782084,7/27/60 0:00,Granger,IN,465304700,2995,,,,,,,,,,
22010,8/31/16 0:00,8/31/16 0:00,F,,N,S604,2T2BZMCAXGC043993,Lexus,RX 350,2016,49000,1017,250,767,0.9,60,888.26,25350,,South Bend,IN,466286131,8684,,,,,,,,,,
22013,8/31/16 0:00,8/31/16 0:00,F,,N,S595,58ABK1GG8GU034013,Lexus,ES 350,2016,43779,-247,0,-247,,,,102948,,Bristol,IN,465079323,8684,,,,,,,,,,
22019,9/2/16 0:00,9/2/16 0:00,F,,N,S565,JTJJM7FX7G5147125,Lexus,GX 460,2016,65900,1372,0,1372,,,,489001,,Niles,MI,491207819,2876,,,,,,,,,,
22020,8/31/16 0:00,8/31/16 0:00,F,,N,S346,JTHBP1BL5GA001455,Lexus,GS F,2016,87900,6568.73,1812.73,4756,7.5,72,1023.89,25351,,Mishawaka,IN,465445798,2995,2876,,,,,,,,,
22028,9/8/16 0:00,9/8/16 0:00,F,,N,S610,58ABK1GG0GU034555,Lexus,ES 350,2016,40372,-815,0,-815,,,,100036,9/12/43 0:00,South Bend,IN,466351046,2876,,,,,,,,,,
22030,9/19/16 0:00,9/19/16 0:00,F,,N,S563,2T2BZMCA9GC050384,Lexus,RX 350,2016,55600,1111.02,250,861.02,1.9,72,571.01,529699,10/12/47 0:00,Granger,IN,465304243,8684,2876,,2T2BK1BA0CC140201,2012,Lexus,RX 350,,,,
22032,9/2/16 0:00,9/2/16 0:00,F,,U,S395A,3GYFNJE38DS645430,Cadillac,SRX,2013,30295,1997.71,0,1997.71,,,,25356,,Mishawaka,IN,465451354,6908,,,,,,,,,,
22033,9/6/16 0:00,9/6/16 0:00,F,,N,S241,2T2BZMCA0GC008816,Lexus,RX 350,2016,47850,-813,250,-1063,0.9,60,867.28,25358,,Granger,IN,465304270,8684,,,,,,,,,,
22035,9/7/16 0:00,9/7/16 0:00,F,,U,L1658,JTJBARBZ6F2022553,Lexus,NX 200t,2015,38195,2720.19,0,2720.19,,,,709949,,Granger,IN,465308625,2876,,,,,,,,,,
22036,9/10/16 0:00,9/10/16 0:00,F,,U,S493A,2T2HA31UX5C040159,Lexus,RX 330,2005,11295,2366.6,0,2366.6,,,,25359,,Rochester,IN,469757603,8684,,,,,,,,,,
22037,9/3/16 0:00,9/3/16 0:00,F,,U,S518A,JTHBN30F910026497,Lexus,LS 430,2001,12845,5785.11,0,5785.11,,,,25360,,Chardon,OH,440248433,2876,,,,,,,,,,
22041,9/3/16 0:00,9/3/16 0:00,F,,U,S472A,4T1BE30KX3U769028,Toyota,Camry,2003,3000,1265.13,0,1265.13,,,,25361,,Indianapolis,IN,462602103,6908,,,,,,,,,,
22045,9/9/16 0:00,9/9/16 0:00,F,,N,S572,2T2ZZMCA2GC032694,Lexus,RX 350,2016,47278.35,88.35,250,-161.65,2.9,36,560.75,16385,7/2/44 0:00,Elkhart,IN,465144610,2995,,,,,,,,,,
22051,9/17/16 0:00,9/17/16 0:00,F,,U,S568A,JTHCK262792031371,Lexus,IS 250,2009,14295,3930,0,3930,,,,25365,,Hickory Hills,IL,604571233,8684,,,,,,,,,,
22053,9/7/16 0:00,9/7/16 0:00,F,,N,S580,2T2BZMCAXGC049244,Lexus,RX 350,2016,52943,1706.99,0,1706.99,,,,25374,,South Bend,IN,466375250,8684,2995,,JNRBS08W43X403454,2003,Infiniti,FX45,,,,
22054,9/7/16 0:00,9/7/16 0:00,F,,U,L1666,JTHCF1D21F5027778,Lexus,IS 250,2015,33495,1518.54,100,1418.54,0.9,60,581.47,25367,,Elkhart,IN,465161037,8684,,,1C4BJWEG4EL123353,2014,Jeep,Wrangler Unlimited,,,,
22057,9/9/16 0:00,9/9/16 0:00,F,,N,S519,JTJHY7AXXG4214882,Lexus,LX 570,2016,96000,7555.99,1473.99,6082,3.6,72,1286.65,15102,,South Bend,IN,46619,2995,,,JTJHY7AX8B4076087,2011,Lexus,LX 570,,,,
22059,9/24/16 0:00,9/24/16 0:00,F,,N,S625,58ABK1GG9GU033372,Lexus,ES 350,2016,43000,-1170,200,-1370,0.9,60,454.83,427545,11/17/39 0:00,Elkhart,IN,465144537,2876,2995,,,,,,,,,
22062,9/8/16 0:00,9/8/16 0:00,F,,N,S591,JTJBARBZ7G2085470,Lexus,NX 200t,2016,43500,336.77,0,336.77,,,,741453,12/23/58 0:00,South Bend,IN,466376057,6908,,,JTJBARBZ7F2021038,2015,Lexus,NX 200t,,,,
22066,9/12/16 0:00,9/12/16 0:00,F,,N,S608,2T2BZMCA8GC052983,Lexus,RX 350,2016,52800,1841.89,584.89,1257,2.9,48,613.49,25379,,Buchanan,MI,491079103,8684,,,,,,,,,,
22067,9/8/16 0:00,9/8/16 0:00,F,,U,L1674,2C3JA63H35H520402,Chrysler,300C,2005,8750,3039.61,0,3039.61,,,,25378,,Beloit,OH,446099419,8684,,,,,,,,,,
22068,9/12/16 0:00,9/12/16 0:00,F,,N,S615,JTHSE5BC3G5006661,Lexus,RC 350,2016,53724,2793,0,2793,,,,25384,,Granger,IN,465305849,2995,,,,,,,,,,
22070,9/15/16 0:00,9/15/16 0:00,F,,N,S619,2T2BZMCA9GC052636,Lexus,RX 350,2016,56835,1309.51,473.45,836.06,2.9,36,677.72,102936,,South Bend,IN,466289493,6908,,,,,,,,,,
22071,9/9/16 0:00,9/9/16 0:00,F,,N,S603,2T2BZMCA1GC050752,Lexus,RX 350,2016,51507.76,-617.2,755,-867.24,,60,762.27,25385,,Granger,IN,465308050,2876,,,,,,,,,,
22073,9/14/16 0:00,9/14/16 0:00,F,,N,S562,2T2BZMCA7GC050111,Lexus,RX 350,2016,59225,1926.96,606.25,1320.71,2.9,48,728.6,15931,12/3/62 0:00,Granger,IN,465304248,2876,,,,,,,,,,
22074,9/10/16 0:00,9/10/16 0:00,F,,U,L1635,2T2BK1BA0EC233478,Lexus,RX 350,2014,32000,-969.56,695,-1664.56,,,,23172,,Granger,IN,465306268,2995,,,,,,,,,,
22076,9/19/16 0:00,9/19/16 0:00,F,,N,S445,JTHBW1GGXG2119039,Lexus,ES 300h,2016,48714,2053,0,2053,,,,568055,,Bristol,IN,465078410,8684,,,,,,,,,,
22078,9/16/16 0:00,9/16/16 0:00,F,,N,S561,2T2BZMCA3GC049733,Lexus,RX 350,2016,55199.13,-1164.7,250,-1414.7,2.9,48,560.75,25399,,South Bend,IN,466145185,6908,,,,,,,,,,
22082,9/21/16 0:00,9/21/16 0:00,F,,N,S617,58ABK1GGXGU015074,Lexus,ES 350,2016,37900,-336,0,-336,,,,18118,,Harbert,MI,491155140,2876,,,,,,,,,,
22084,9/12/16 0:00,9/12/16 0:00,F,,U,S541A,JTHBK1EGXB2471397,Lexus,ES 350,2011,18000,2595.13,150,2445.13,0.9,60,280.04,25396,,Mishawaka,IN,465459002,2995,,,,,,,,,,
22088,9/20/16 0:00,9/20/16 0:00,F,,N,S621,2T2BGMCA8GC008567,Lexus,RX 450h,2016,56819,637,0,637,,,,25400,,South Bend,IN,466173415,8684,2995,,1LNHL9DK7DG609833,2013,LINCOLN,MKS,,,,
2209,3/5/07 0:00,3/5/07 0:00,F,,N,CCH102,2T2HK31U38C048279,Lexus,RX 350,2008,38500,1657,750,1107,6.35,48,652.82,12307,6/5/36 0:00,Stevensville,MI,491271354,5283,2876,H102A,1J4GW58N72C280988,2002,Jeep,Grand Cherokee,,,,
22091,9/16/16 0:00,9/16/16 0:00,F,,N,S585,58ABK1GG6GU029473,Lexus,ES 350,2016,46800,744.53,0,744.53,,,,914784,,Naples,FL,341032253,2995,,,JTHBJ46G172135003,2007,Lexus,ES 350,,,,
22092,10/20/16 0:00,10/20/16 0:00,F,,N,S555,2T2BZMCA3GC049215,Lexus,RX 350,2016,54422.93,1144.93,250,894.93,2.9,48,624.32,12715,11/9/50 0:00,Granger,IN,465304258,6908,,,,,,,,,,
22093,9/17/16 0:00,9/17/16 0:00,F,,N,S605,2T2BZMCA1GC053294,Lexus,RX 350,2016,57633.9,110.06,250,-139.94,2.9,48,700.93,911604,,Valparaiso,IN,463832292,2876,,,,,,,,,,
22096,9/16/16 0:00,9/16/16 0:00,F,,N,S385,JTHCM1D22G5009880,Lexus,IS 300,2016,44694,1423.47,763.47,660,2.9,36,551.71,25409,,Syracuse,IN,465671071,8684,,,,,,,,,,
22097,9/16/16 0:00,9/16/16 0:00,F,,U,S602A,JTJHW31U472008540,Lexus,RX 400h,2007,11800,4248.65,0,4248.65,,,,25411,,N Muskegon,MI,494452368,8684,,,,,,,,,,
22101,9/16/16 0:00,9/16/16 0:00,F,,N,S536,2T2BZMCA7GC048102,Lexus,RX 350,2016,51808.75,1062.6,404.85,657.75,2.9,36,405.66,18505,,Stevensville,MI,491271022,2876,,,,,,,,,,
22106,9/15/16 0:00,9/15/16 0:00,F,,U,S551A,JTHBK1GG7D2004986,Lexus,ES 350,2013,25345,3297.19,0,3297.19,,,,740596,,Granger,IN,465306100,2876,,,,,,,,,,
22115,9/28/16 0:00,9/28/16 0:00,F,,N,S571,2T2BZMCA6GC051945,Lexus,RX 350,2016,54618,3070.44,953.44,2117,2.9,36,590.5,12028,,Goshen,IN,465264358,8684,,,,,,,,,,
22116,9/20/16 0:00,9/20/16 0:00,F,,N,S192,2T2BGMCA4GC002684,Lexus,RX 450h,2016,52500,2400.45,709.07,1691.38,2.9,36,686,10337,,Granger,IN,465308721,2876,,,JTJBC1BA5A2027404,2010,Lexus,RX 450h,,,,
22117,9/26/16 0:00,9/26/16 0:00,F,,U,S302B,2GNFLNEK8D6375616,Chevrolet,Equinox,2013,15295,1348.26,0,1348.26,,,,25433,,Mishawaka,IN,465444802,6908,,,3FAHP0JA1AR315693,2010,Ford,Fusion,,,,
22121,9/21/16 0:00,9/21/16 0:00,F,,N,S576,2T2BZMCA6GC051962,Lexus,RX 350,2016,49433,1349,250,1099,0.9,60,674.5,25448,,Bristol,IN,465079020,2876,,,,,,,,,,
22123,9/23/16 0:00,9/23/16 0:00,F,,N,T100,2T2BZMCA5HC054031,Lexus,RX 350,2017,54723,3214,400,2814,,,,21865,,Shipshewana,IN,465659695,2995,,,JTHBK1GGXD2083408,2013,Lexus,ES 350,,,,
22137,9/22/16 0:00,9/22/16 0:00,F,,N,S337,JTJBARBZ8G2069908,Lexus,NX 200t,2016,39500,287,150,137,0.9,60,359.17,104460,,Trail Creek,IN,463605728,2876,,,3GYFNDE30CS543376,2012,Cadillac,SRX,,,,
22144,9/24/16 0:00,9/24/16 0:00,F,,U,L1666A,1C4BJWEG4EL123353,Jeep,Wrangler Unlimited,2014,32027.71,3104.62,0,3104.62,,,,25459,,Crown Point,IN,463077610,8684,,,5XYKWDA25DG389314,2013,Kia,Sorento,,,,
22147,9/26/16 0:00,9/26/16 0:00,F,,U,R812A,2T2BK1BA9EC237884,Lexus,RX 350,2014,32000,-4106.17,0,-4106.17,,,,25460,,Elkhart,IN,465144216,8684,,,,,,,,,,
22150,9/30/16 0:00,9/30/16 0:00,F,,N,S634,2T2BZMCA1GC037757,Lexus,RX 350,2016,52379,887,250,637,0.9,60,599.96,25462,,Saint Joseph,MI,490853329,8684,,,,,,,,,,
22155,9/29/16 0:00,9/29/16 0:00,F,,N,S622,JTJBARBZ8G2085834,Lexus,NX 200t,2016,44300,1186.94,387.94,799,2.9,36,555.75,25468,,Granger,IN,465306269,8684,6908,,,,,,,,,
22156,9/26/16 0:00,9/26/16 0:00,F,,N,S630,JTJYARBZ6G2044810,Lexus,NX 200t,2016,51034,236.16,251.16,-15,2.9,48,643.05,25456,,South Bend,IN,466352055,6908,,,,,,,,,,
22159,9/27/16 0:00,9/27/16 0:00,F,,U,S580A,JNRBS08W43X403454,Infiniti,FX45,2003,8495,3813.04,0,3813.04,,,,25467,,Dayton,OH,454065919,8684,,,,,,,,,,
22162,9/28/16 0:00,9/28/16 0:00,F,,N,S628,JTHCM1D24G5013266,Lexus,IS 300,2016,44660,721,0,721,,,,509764,11/15/49 0:00,Fremont,IN,467379198,8684,,,JTHCF5C25A5043760,2010,Lexus,IS 250,,,,
22164,9/27/16 0:00,9/27/16 0:00,F,,U,L1669A,JTHBA30G365170027,Lexus,ES 330,2006,9669.16,3231.85,0,3231.85,7.95,48,243.77,25471,,South Bend,IN,466172036,2876,,,,,,,,,,
22165,9/30/16 0:00,9/30/16 0:00,F,,N,S638,2T2BZMCA7GC053445,Lexus,RX 350,2016,51943,311,250,61,0.9,60,773.33,20787,,Edwardsburg,MI,491128423,8684,,,2T2BK1BA1BC094862,2011,Lexus,RX 350,,,,
22168,9/30/16 0:00,9/30/16 0:00,F,,U,T100A,JTHBK1GGXD2083408,Lexus,ES 350,2013,26500,4216,0,4216,,,,25473,,Union Pier,MI,491299313,6908,,,,,,,,,,
22172,9/29/16 0:00,9/29/16 0:00,F,,N,S494,JTHCZ1BL8GA003618,Lexus,GS 350,2016,56500,-17.84,0,-17.84,,,,16488,,South Bend,IN,466285044,8684,,,4T1BK36BX7U244461,2007,Toyota,Avalon,,,,
22174,9/29/16 0:00,9/29/16 0:00,F,,N,S631,JTJBARBZXG2091599,Lexus,NX 200t,2016,43188,658,0,658,,,,25481,,Granger,IN,465307883,2876,,,5FNYF28507B026719,2007,Honda,Pilot,,,,
22175,9/30/16 0:00,9/30/16 0:00,F,,U,L1642A,4T1BK3DB9BU381600,Toyota,Avalon,2011,16995,1446.96,0,1446.96,16.45,60,450.6,22467,,Mishawaka,IN,46545,2876,,,,,,,,,,
22177,9/29/16 0:00,9/29/16 0:00,F,,U,S574A,JTHBK1EG5B2415724,Lexus,ES 350,2011,20995,3702.15,0,3702.15,,,,25486,,Mishawaka,IN,465455701,8684,,,,,,,,,,
22178,9/30/16 0:00,9/30/16 0:00,F,,U,S585A,JTHBJ46G172135003,Lexus,ES 350,2007,12995,5475.55,0,5475.55,,,,25488,,Granger,IN,465306241,6908,,,,,,,,,,
22179,9/30/16 0:00,9/30/16 0:00,F,,U,S486A,JTJBK1BA3F2471231,Lexus,RX 350,2015,38347,1867.28,1139.1,728.18,4,72,594.05,25490,,South Bend,IN,466373136,2995,,,4T1BE32K84U278228,2004,Toyota,Camry,,,,
22184,9/30/16 0:00,9/30/16 0:00,F,,U,S532A,2T2BK1BA7DC161872,Lexus,RX 350,2013,32000,1600.41,0,1600.41,,,,25491,,South Bend,IN,466152695,2876,,,,,,,,,,
22185,9/30/16 0:00,9/30/16 0:00,F,,U,L1673,JTJBARBZ4F2026536,Lexus,NX 200t,2015,37795,3659.19,0,3659.19,,,,16384,,Niles,MI,491207818,2995,,,,,,,,,,
22186,9/30/16 0:00,9/30/16 0:00,F,,N,S632,JTJBM7FX1G5145603,Lexus,GX 460,2016,53622.17,-65,250,-315,0.9,60,630.95,906431,12/19/52 0:00,Fort Myers,FL,33913,2876,,,,,,,,,,
22187,9/30/16 0:00,9/30/16 0:00,F,,U,S512A,2T2BK1BA0DC202231,Lexus,RX 350,2013,27995,2695.02,1341.18,1353.84,4.95,60,505.58,25410,,Niles,MI,491207804,2995,,,,,,,,,,
22188,9/30/16 0:00,9/30/16 0:00,F,,U,S364A,JTHBK1EG9A2389871,Lexus,ES 350,2010,12295,1035.3,0,1035.3,,,,25493,,Kalamazoo,MI,490094009,6908,,,JT8BF28G4Y0245141,2000,Lexus,ES 300,,,,
22189,9/30/16 0:00,9/30/16 0:00,F,,U,L1694,2T2BC1BA4FC009824,Lexus,RX 450h,2015,46495,2579.65,0,2579.65,,,,21255,,Cassopolis,MI,490319308,2876,,,JTJHW31U560033974,2006,Lexus,RX 400h,,,,
22194,9/30/16 0:00,9/30/16 0:00,F,,U,L1598A,JTJHF10U130293757,Lexus,RX 300,2003,8000,3307.57,0,3307.57,,,,14388,,South Bend,IN,466131938,8684,,,,,,,,,,
22195,10/14/16 0:00,10/14/16 0:00,F,,N,S646,2T2BZMCA9GC048179,Lexus,RX 350,2016,51895.72,823.72,250,573.72,2.9,36,636.23,25494,,Granger,IN,465301000,2876,,,,,,,,,,
22201,9/30/16 0:00,9/30/16 0:00,F,,N,S639,58ABK1GG5GU034325,Lexus,ES 350,2016,38956,-1711,0,-1711,,,,12648,,Sarasota,FL,342322679,2876,,,,,,,,,,
22205,10/11/16 0:00,10/11/16 0:00,F,,U,L1700,2C3CDZAG4FH923902,Dodge,Challenger,2015,18310.77,1552.27,306.5,1245.77,6.75,60,300,25552,,South Bend,IN,466133219,2876,,,,,,,,,,
22212,10/6/16 0:00,10/6/16 0:00,F,,U,L1677,2G1145S38G9120022,Chevrolet,Impala,2016,25495,2611.63,0,2611.63,,,,16967,,Stevensville,MI,491279378,2995,,,1G1125S32EU125965,2014,Chevrolet,Impala,,,,
22213,10/8/16 0:00,10/8/16 0:00,F,,N,S516,58ABK1GG6GU014505,Lexus,ES 350,2016,37485,-461.5,0,-461.5,,,,25527,,Howell,MI,488436837,6908,,,,,,,,,,
22214,10/6/16 0:00,10/6/16 0:00,F,,U,S628A,JTHCF5C25A5043760,Lexus,IS 250,2010,16300,3051.82,0,3051.82,,,,25528,,Mishawaka,IN,465456331,8684,,,,,,,,,,
22215,10/6/16 0:00,10/6/16 0:00,F,,U,L1662A,1GKEK13Z74R102529,GMC,Yukon,2004,5495,2614.46,0,2614.46,,,,25529,,Benton Harbor,MI,490223941,6908,,,,,,,,,,
22217,10/7/16 0:00,10/7/16 0:00,F,,N,S579,JTJBARBZ9G2089892,Lexus,NX 200t,2016,39471.63,-392.37,200,-592.37,2.9,36,400.94,25531,,Baroda,MI,491019712,6908,,,,,,,,,,
22220,10/7/16 0:00,10/7/16 0:00,F,,U,L1686,JTJBK1BA5F2469917,Lexus,RX 350,2015,40262.62,3703.39,0,3703.39,,,,25532,,Goshen,IN,465286549,2995,,,2FMDK3JC4BBA69695,2011,Ford,Edge,,,,
22221,10/14/16 0:00,10/14/16 0:00,F,,N,S647,2T2BZMCA3GC045021,Lexus,RX 350,2016,53685,3400.19,1095,2305.19,,,,25533,,Plymouth,IN,465637406,8684,,,3GYFNFE36FS515971,2015,Cadillac,SRX,,,,
22223,10/8/16 0:00,10/8/16 0:00,F,,U,S558A,2T2HA31U34C026747,Lexus,RX 330,2004,7000,2829,0,2829,,,,25537,,Michigan City,IN,463602267,2995,,,,,,,,,,
22224,10/8/16 0:00,10/8/16 0:00,F,,N,S584,58ABK1GG3GU029320,Lexus,ES 350,2016,47331.54,776.07,0,776.07,,,,13025,9/17/40 0:00,Elkhart,IN,465144957,8684,,,JTHBK1GGXD2031289,2013,Lexus,ES 350,,,,
22225,10/8/16 0:00,10/8/16 0:00,F,,U,S486B,4T1BE32K84U278228,Toyota,Camry,2004,6452.41,2682.51,0,2682.51,,,,25538,,Niles,MI,491201116,6908,,,,,,,,,,
22226,10/17/16 0:00,10/17/16 0:00,F,,N,T127,2T2BZMCA5HC058659,Lexus,RX 350,2017,53579,2031,0,2031,,,,20255,,Tucson,AZ,85750,8684,,,2T2BK1BA7CC152930,2012,Lexus,RX 350,,,,
22227,10/10/16 0:00,10/10/16 0:00,F,,N,T108,2T2BZMCAXHC057037,Lexus,RX 350,2017,55000,2668,0,2668,,,,14811,,Mishawaka,IN,465451556,8684,,,2T2BK1BA3AC028649,2010,Lexus,RX 350,,,,
22230,10/13/16 0:00,10/13/16 0:00,F,,U,L1690,2T2BK1BA4FC332547,Lexus,RX 350,2015,40995,6326.71,1344.74,4981.97,3.7,60,614.59,19703,,Benton Harbor,MI,490229516,8684,,,,,,,,,,
22231,10/10/16 0:00,10/10/16 0:00,F,,U,L1670,JTJBM7FX7F5104021,Lexus,GX 460,2015,48195,846.49,0,846.49,,,,25544,,Elkhart,IN,46516,2995,,,,,,,,,,
22237,10/13/16 0:00,10/13/16 0:00,F,,N,S649,2T2BZMCA3GC052051,Lexus,RX 350,2016,53274,2665,1095,1570,,,,25548,,Goshen,IN,465288472,8684,,,,,,,,,,
22239,10/25/16 0:00,10/25/16 0:00,F,,N,S641,JTHCM1D22G5014352,Lexus,IS 300,2016,42871,-615,200,-815,2.9,36,449.45,23734,,Elkhart,IN,465149027,8684,2876,,,,,,,,,
22243,10/12/16 0:00,10/12/16 0:00,F,,N,S597,2T2BZMCA0GC053240,Lexus,RX 350,2016,54828.59,2346.33,250,2096.33,2.9,48,465.42,25556,,Rochester,IN,469751909,2995,,,,,,,,,,
22246,10/19/16 0:00,10/19/16 0:00,F,,N,S650,2T2BZMCA3GC047318,Lexus,RX 350,2016,51521.44,144.44,250,-105.56,2.9,36,565.42,25554,,Long Beach,IN,463602288,2876,,,,,,,,,,
22247,10/12/16 0:00,10/12/16 0:00,F,,U,S302C,3FAHP0JA1AR315693,Ford,Fusion,2010,5000,2060,0,2060,,,,25553,,Monon,IN,479598021,6908,,,,,,,,,,
